0.00 13.0
1221.50 13.0
1974.33 11.948163
2727.17 11.341572
3480.00 10.462371
4220.33 5.381883
4960.67 5.007959
5701.00 4.603493
5971.00 3.9
6346.60 3.4
6356.00 2.900000
6368.00 2.600000
6371.00 1.020000
